,id,text,author
7971,id00297,"He was, as one the peculiar delight of the Gods, railed and fenced in by his own divinity, so that nought but love and admiration could approach him.",Mary Wollstonecraft Shelley 
3421,id12331,We accordingly rested on a seat until they should return.,Mary Wollstonecraft Shelley 
3019,id25256,"Almost eight feet tall, and carrying a chEdgar Alan Poe new valise from Osborn's general store, this dark and goatish gargoyle appeared one day in Arkham in quest of the dreaded volume kept under lock and key at the college library the hideous Necronomicon of the mad Arab Abdul Alhazred in Olaus Wormius' Latin version, as printed in Spain in the seventeenth century.",HP Lovecraft
7864,id07776,"I have guarded, however, against any such profanation.",Edgar Alan Poe
12977,id01872,"As he did this he further demonstrated his eccentricity by casting a startled glance toward the lone curtained window, as if fearful of some intruder a glance doubly absurd, since the garret stood high and inaccessible above all the adjacent roofs, this window being the only point on the steep street, as the concierge had told me, from which one could see over the wall at the summit.",HP Lovecraft
19254,id24009,"One morning at breakfast I came close to disaster by declaiming in palpably liquorish accents an effusion of eighteenth century Bacchanalian mirth; a bit of Georgian playfulness never recorded in a book, which ran something like this: Come hither, my lads, with your tankards of ale, And drink to the present before it shall fail; Pile each on your platter a mountain of beef, For 'tis eating and drinking that bring us relief: So fill up your glass, For life will soon pass; When you're dead ye'll ne'er drink to your king or your lass Anacreon had a red nose, so they say; But what's a red nose if ye're happy and gay?",HP Lovecraft
107,id06564,"As I have said, it happened when we were in the medical school, where West had already made himself notorious through his wild theories on the nature of death and the possibility of overcoming it artificially.",HP Lovecraft
14048,id04014,"In our road to the palace, we passed through the Greek cemetery; here on a tablet of black marble I caused him to be laid; the cypresses waved high above, their death like gloom accorded with his state of nothingness.",Mary Wollstonecraft Shelley 
10713,id05854,"Kuranes was now very anxious to return to minaret studded Celephaïs, and increased his doses of drugs; but eventually he had no more money left, and could buy no drugs.",HP Lovecraft
1140,id21514,"I know to morrow's Sunday, because "" SMITHERTON.",Edgar Alan Poe
2567,id18673,I alluded to the coldness of her letters; but the few minutes we had spent together sufficiently explained the origin of this.,Mary Wollstonecraft Shelley 
10318,id13380,"The man with the horrors was drowned upon the spot the little stiff gentleman floated off in his coffin and the victorious Legs, seizing by the waist the fat lady in the shroud, rushed out with her into the street, and made a bee line for the ""Free and Easy,"" followed under easy sail by the redoubtable Hugh Tarpaulin, who, having sneezed three or four times, panted and puffed after him with the Arch Duchess Ana Pest.",Edgar Alan Poe
2735,id00928,Do not talk of reflection; from this moment I abjure it; this is my only happy moment during a long interval of time.,Mary Wollstonecraft Shelley 
15701,id07877,"He at length opened it, and drawing there from a huge letter sealed with red sealing wax and tied carefully with red tape, let it fall precisely at the feet of the burgomaster, Superbus Von Underduk.",Edgar Alan Poe
13967,id07742,"Know that, one by one, my friends were snatched away; I was left desolate.",Mary Wollstonecraft Shelley 
8810,id06904,"His wilder wanderings were very startling indeed, including frantic appeals that something in a boarded up farmhouse be destroyed, and fantastic references to some plan for the extirpation of the entire human race and all animal and vegetable life from the earth by some terrible elder race of beings from another dimension.",HP Lovecraft
19461,id18519,"It was from my own Elizabeth: ""My dearest Cousin, ""You have been ill, very ill, and even the constant letters of dear kind Henry are not sufficient to reassure me on your account.",Mary Wollstonecraft Shelley 
12480,id08230,"Listen to me, and then reflect if you ought to win me to your project, even if with the over bearing eloquence of despair you could make black death so inviting that the fair heaven should appear darkness.",Mary Wollstonecraft Shelley 
16695,id21954,"On each side of the chest, near the top, were three rings of iron six in all by means of which a firm hold could be obtained by six persons.",Edgar Alan Poe
8002,id14856,"My grandfather and his widowed son Walter now comprised the Cleveland household, but the memory of older times hung thickly over it.",HP Lovecraft
11240,id20104,"Nothing, for example, is more difficult than to convince the merely general reader that the fact of sixes having been thrown twice in succession by a player at dice, is sufficient cause for betting the largest odds that sixes will not be thrown in the third attempt.",Edgar Alan Poe
4560,id18202,"You will, of course, ask 'where is the connexion?'",Edgar Alan Poe
5716,id23875,"His temperament was markedly nervous, and rendered him a good subject for mesmeric experiment.",Edgar Alan Poe
5662,id27897,"""Your education may now be considered as finished it is high time you should scuffle for yourself and you cannot do a better thing than merely follow your nose so so so "" Here he kicked me down stairs and out of the door ""so get out of my house, and God bless you"" As I felt within me the divine afflatus, I considered this accident rather fortunate than otherwise.",Edgar Alan Poe
14443,id12500,The panes here were scarlet a deep blood color.,Edgar Alan Poe
2931,id00996,the walls of the myriads of the shining bodies that mere number has appeared to blend into unity?,Edgar Alan Poe
11112,id25097,"In his solitary despair Adrian would often seek my sister, and in covered terms express his misery, while fortitude and agony divided the throne of his mind.",Mary Wollstonecraft Shelley 
4470,id16669,Just as the day dawns to the friendless and houseless beggar who roams the streets throughout the long desolate winter night just so tardily just so wearily just so cheerily came back the light of the Soul to me.,Edgar Alan Poe
19354,id23829,"Besides, upon the back of the trinket you may discover, perhaps, the very information you seem to desire.",Edgar Alan Poe
533,id19227,And when did the radiant Una ask anything of her Monos in vain?,Edgar Alan Poe
10268,id21332,"He explained to me although I have forgotten the explanation how what I observed was, in fact, the natural consequence of the forms of the floating fragments and showed me how it happened that a cylinder, swimming in a vortex, offered more resistance to its suction, and was drawn in with greater difficulty than an equally bulky body, of any form whatever. ""There was one startling circumstance which went a great way in enforcing these observations, and rendering me anxious to turn them to account, and this was that, at every revolution, we passed something like a barrel, or else the yard or the mast of a vessel, while many of these things, which had been on our level when I first opened my eyes upon the wonders of the whirlpool, were now high up above us, and seemed to have moved but little from their original station.",Edgar Alan Poe
547,id13940,They who dream by day are cognizant of many things which escape those who dream only by night.,Edgar Alan Poe
5994,id06593,"Too weary to ascend, I slept in the shadow of the hill.",HP Lovecraft
9640,id20874,"But then my plan must be laid with art; I would not be left destitute, I must secure some money.",Mary Wollstonecraft Shelley 
9212,id16981,Many projects entered my mind.,Edgar Alan Poe
6444,id11960,"Their mark was speckled with the vivid alternate splendor of ebony and silver, and was smoother than all save the cheeks of Eleonora; so that, but for the brilliant green of the huge leaves that spread from their summits in long, tremulous lines, dallying with the Zephyrs, one might have fancied them giant serpents of Syria doing homage to their sovereign the Sun.",Edgar Alan Poe
13451,id09541,"The elder partner of the firm, however, would allow me only one penny of the charge, and took it upon himself to show in what manner four of the same sized conveniences could be got out of a sheet of foolscap.",Edgar Alan Poe
18509,id04436,"It is, for instance, not often that a young physician leaving college is obliged to conceal the principles which guide his selection of a home and office, yet that was the case with Herbert West.",HP Lovecraft
8390,id16799,"On hearing this word, Felix came up hastily to the lady, who, when she saw him, threw up her veil, and I beheld a countenance of angelic beauty and expression.",Mary Wollstonecraft Shelley 
12292,id17618,Forth from the well they hurried in fresh troops.,Edgar Alan Poe
13844,id04966,Had there been a noise I had not heard?,HP Lovecraft
18859,id16497,Man's yesterday may ne'er be like his morrow; Nought may endure but mutability It was nearly noon when I arrived at the top of the ascent.,Mary Wollstonecraft Shelley 
3822,id00719,"Not that she was ever serious upon this point and I mention the matter at all for no better reason than that it happens, just now, to be remembered.",Edgar Alan Poe
10737,id10373,"Gilman's handling of this theme filled everyone with admiration, even though some of his hypothetical illustrations caused an increase in the always plentiful gossip about his nervous and solitary eccentricity.",HP Lovecraft
2612,id01865,"To drag hour after hour, to see the trees wave their branches restlessly, to feel the air, to suffer in all I feel keenest agony.",Mary Wollstonecraft Shelley 
2458,id06378,"At times like these, minute circumstances assume giant and majestic proportions; the very swinging open of the white gate that admitted us into the forest, arrested my thoughts as matter of interest; it was an every day act, never to occur again The setting crescent of the moon glittered through the massy trees to our right, and when we entered the park, we scared a troop of deer, that fled bounding away in the forest shades.",Mary Wollstonecraft Shelley 
541,id17730,"Thinking earnestly upon these points, I remained, for an hour perhaps, half sitting, half reclining, with my vision riveted upon the portrait.",Edgar Alan Poe
1314,id25892,"Again he tried to stop up the hole at the base of the slanting wall, wedging in a candlestick which seemed of about the right size.",HP Lovecraft
6833,id13236,And now a partial and evanescent success.,Edgar Alan Poe
8996,id24526,CHARMION So henceforward will you always be called.,Edgar Alan Poe
17341,id12219,I kept quite still and said nothing.,Edgar Alan Poe
10518,id05805,"In another week the burgomaster decided to overcome his fears and call at the strangely silent dwelling as a matter of duty, though in so doing he was careful to take with him Shang the blacksmith and Thul the cutter of stone as witnesses.",HP Lovecraft
5035,id25654,"Indeed, the crumbling of the adobe hut and the closing of the rock fissure by a subsequent avalanche had helped to efface even the scene from recollection.",HP Lovecraft
8952,id17193,"The rope dancers, for example, are inimitable.",Edgar Alan Poe
8418,id13368,But at last I am going to defy the ban on speech about this thing.,HP Lovecraft
11262,id20450,"I came to an open space a mountain of ruin in the midst, announced that some large mosque had occupied the space and here, scattered about, I saw various articles of luxury and wealth, singed, destroyed but shewing what they had been in their ruin jewels, strings of pearls, embroidered robes, rich furs, glittering tapestries, and oriental ornaments, seemed to have been collected here in a pile destined for destruction; but the rain had stopped the havoc midway.",Mary Wollstonecraft Shelley 
6556,id17590,"Upon detaching the slab, a cavity appeared, containing a leaden box filled with various coins, a long scroll of names, several documents which appear to resemble newspapers, with other matters of intense interest to the antiquarian There can be no doubt that all these are genuine Amriccan relics belonging to the tribe called Knickerbocker.",Edgar Alan Poe
2970,id09528,My friend went on with his discourse.,Edgar Alan Poe
7917,id05611,West told me how he had obtained the specimen.,HP Lovecraft
13408,id18241,"He had come forth from the hands of God a perfect creature, happy and prosperous, guarded by the especial care of his Creator; he was allowed to converse with and acquire knowledge from beings of a superior nature, but I was wretched, helpless, and alone.",Mary Wollstonecraft Shelley 
14172,id06773,There was a sound at the moment as if of several persons struggling a scraping and scuffling sound.,Edgar Alan Poe
9103,id04104,"He got over his grief for Elinor, and the country became dull to him, so he was glad to find even me for amusement; and when he does not know what else to do he passes his lazy hours here, and calls this friendship It is true that his presence is a consolation to me, and that his words are sweet, and, when he will he can pour forth thoughts that win me from despair.",Mary Wollstonecraft Shelley 
3962,id22892,"The next April sickness occurred among the children, and Abigail and Ruth died before the month was over.",HP Lovecraft
4200,id09885,"I must pause here, for it requires all my fortitude to recall the memory of the frightful events which I am about to relate, in proper detail, to my recollection.",Mary Wollstonecraft Shelley 
8894,id27920,"I went to the war, an' ef I'd a had any guts or sense I'd a never come back, but settled away from here.",HP Lovecraft
17703,id27119,We are said to love much those whom we greatly benefit.,Mary Wollstonecraft Shelley 
1918,id04147,"Havelius writes that he has several times found, in skies perfectly clear, when even stars of the sixth and seventh magnitude were conspicuous, that, at the same altitude of the moon, at the same elongation from the earth, and with one and the same excellent telescope, the moon and its maculae did not appear equally lucid at all times.",Edgar Alan Poe
6854,id09995,"But the feelings that actuated Evadne were rooted in the depths of her being, and were such in their growth as he had no means of understanding.",Mary Wollstonecraft Shelley 
1995,id24444,I do not address them to you alone because it will give me pleasure to dwell upon our friendship in a way that would be needless if you alone read what I shall write.,Mary Wollstonecraft Shelley 
4732,id18858,"If this journey had taken place during my days of study and happiness, it would have afforded me inexpressible pleasure.",Mary Wollstonecraft Shelley 
5549,id24183,"But at length, as the labor drew nearer to its conclusion, there were admitted none into the turret; for the painter had grown wild with the ardor of his work, and turned his eyes from canvas merely, even to regard the countenance of his wife.",Edgar Alan Poe
13177,id07086,"This young gentleman was remarkable in every respect, and excited in me a profound interest and curiosity.",Edgar Alan Poe
16898,id25187,The screams and struggles of the old lady during which the hair was torn from her head had the effect of changing the probably pacific purposes of the Ourang Outang into those of wrath.,Edgar Alan Poe
15605,id23817,"The moon itself was directly overhead, and consequently hidden from my view.",Edgar Alan Poe
2116,id00818,"Saw Snap at the Exchange, and went up and trod on his toe.",Edgar Alan Poe
1445,id22740,"Last night I swallowed the drug and floated dreamily into the golden valley and the shadowy groves; and when I came this time to the antique wall, I saw that the small gate of bronze was ajar.",HP Lovecraft
544,id23319,The glare from the enkindled roof illumined its inmost recesses.,Edgar Alan Poe
3710,id22105,Only by chance did I go to the north window and look out upon the silent village and the plain at the edge of the bog.,HP Lovecraft
13232,id20798,The opinion must be rigorously the public's own; and the distinction is often exceedingly difficult to perceive and to maintain.,Edgar Alan Poe
7372,id18821,"But the whole thing was done with so much quietude so much nonchalance so much repose with so evident an air of the highest breeding, in short that nothing of mere effrontery was perceptible, and my sole sentiments were those of admiration and surprise.",Edgar Alan Poe
4015,id15484,They seemed sullenly banded together in some sort of fellowship and understanding despising the world as if they had access to other and preferable spheres of entity.,HP Lovecraft
10812,id25559,"But like all other gifts of the Creator to Man, she is mortal; her life has attained its last hour.",Mary Wollstonecraft Shelley 
18921,id24922,"Klenze seemed very nervous, and drank heavily.",HP Lovecraft
15136,id05297,"similarly entitled, the perpetration of a miserable penny a liner, mendicant, and cut throat, connected in the capacity of scullion, we believe, with one of the indecent prints about the purlieus of the city; we beg them, for God's sake, not to confound the compositions.",Edgar Alan Poe
18135,id24001,"His foreign birth, and he refused to throw off his allegiance to his native country, alone prevented him from filling the first offices in the state.",Mary Wollstonecraft Shelley 
8875,id12615,Methought this was but a poor expedient; but I assured him of my obedience and zeal.,Mary Wollstonecraft Shelley 
5862,id11245,"As I put my foot over the threshold, I became aware of the figure of a youth about my own height, and habited in a white kerseymere morning frock, cut in the novel fashion of the one I myself wore at the moment.",Edgar Alan Poe
16510,id02965,"""You will say, no doubt, using the language of the law, that 'to make out my case,' I should rather undervalue, than insist upon a full estimation of the activity required in this matter.",Edgar Alan Poe
3941,id07511,Day dawned; and I directed my steps towards the town.,Mary Wollstonecraft Shelley 
3449,id21893,Of course he had some principle of guessing; and this lay in mere observation and admeasurement of the astuteness of his opponents.,Edgar Alan Poe
13263,id04348,"At length we reached the overhanging beach; a cottage stood beside the path; we knocked at the door and it was opened: the bed within instantly caught my eye; something stiff and straight lay on it, covered by a sheet; the cottagers looked aghast.",Mary Wollstonecraft Shelley 
11168,id27212,This is indeed no dream CHARMION.,Edgar Alan Poe
14180,id26971,"Upon its front were characters engraven in the stone; and I walked through the morass of water lilies, until I came close unto the shore, that I might read the characters upon the stone.",Edgar Alan Poe
19520,id23500,"We were not, as I have said, in any sense childishly superstitious, but scientific study and reflection had taught us that the known universe of three dimensions embraces the merest fraction of the whole cosmos of substance and energy.",HP Lovecraft
1946,id18194,"Raymond, the deliverer of Greece, the graceful soldier, who bore in his mien a tinge of all that, peculiar to her native clime, Evadne cherished as most dear Raymond was loved by Evadne.",Mary Wollstonecraft Shelley 
13425,id09973,Omne ignotum pro magnifico.,Edgar Alan Poe
1702,id17595,The terror which brought me to the scene was a sudden and portentous confirmation of the mountaineers' wildest legends.,HP Lovecraft
1165,id14730,"Having reached the door, however, of the burgomaster's dwelling, the professor ventured to suggest that as the messenger had thought proper to disappear no doubt frightened to death by the savage appearance of the burghers of Rotterdam the pardon would be of little use, as no one but a man of the moon would undertake a voyage to so vast a distance.",Edgar Alan Poe
7778,id15445,"Poor John His Son fared better, I think, and was made a Baronet.",HP Lovecraft
10654,id12327,"It must, however, have been no inconsiderable time, for when I partially recovered the sense of existence, I found the day breaking, the balloon at a prodigious height over a wilderness of ocean, and not a trace of land to be discovered far and wide within the limits of the vast horizon.",Edgar Alan Poe
10964,id08488,"You, however, had drawn a chair close to the chimney.",Edgar Alan Poe
2391,id04653,"St. Eustache was the accepted suitor of Marie, and lodged, as well as took his meals, at the pension.",Edgar Alan Poe
13971,id15784,"I had first Knowledge of the Doctor in May of the year , tho' I did not at that Time meet him.",HP Lovecraft
8652,id26614,Cats they caterwauled.,Edgar Alan Poe
11030,id01476,"Method is the thing, after all.",Edgar Alan Poe
12641,id17099,"I longed, yet dared not to employ my vision.",Edgar Alan Poe
8350,id26426,By complying with his suicidal request I could immediately free myself from one who was no longer a companion but a menace.,HP Lovecraft
4757,id14931,"The nature of riches and influence forcibly confined the list of candidates to a few of the wealthiest; and it was much to be feared, that the ill humour and contention generated by this triennial struggle, would counterbalance its advantages in impartial eyes.",Mary Wollstonecraft Shelley 
19127,id14674,You saw the locks in question as well as myself.,Edgar Alan Poe
2234,id17888,yet I had read only the least fragment of that blasphemous rune before closing the book and bringing it away.,HP Lovecraft
15519,id20754,"I now observed that I had with me an electric lantern and two spades, whilst my companion was supplied with a similar lantern and a portable telephone outfit.",HP Lovecraft
9166,id09201,I surveyed their characteristics.,Edgar Alan Poe
13086,id06296,"He was certainly near the boundary between the known universe and the fourth dimension, and who could say how much farther he might go?",HP Lovecraft
7067,id08651,"""But I am Iranon, a singer of songs,"" he said, ""and have no heart for the cobbler's trade.""",HP Lovecraft
5866,id09166,Her delicate organization and creative imagination rendered her peculiarly susceptible of pleasurable emotion.,Mary Wollstonecraft Shelley 
19020,id25828,"The hunger of Death was now stung more sharply by the diminution of his food: or was it that before, the survivors being many, the dead were less eagerly counted?",Mary Wollstonecraft Shelley 
352,id03208,This had probably been done with the view of arousing me from sleep.,Edgar Alan Poe
18044,id11986,In this position he sees the chess board through the bosom of the Turk which is of gauze.,Edgar Alan Poe
1647,id16204,Apparently the horror had descended by a route much the same as that of its ascent.,HP Lovecraft
10351,id20620,"A town able to inspire such dislike in its neighbours, I thought, must be at least rather unusual, and worthy of a tourist's attention.",HP Lovecraft
4158,id23042,"But as the gate swung wider and the sorcery of drug and dream pushed me through, I knew that all sights and glories were at an end; for in that new realm was neither land nor sea, but only the white void of unpeopled and illimitable space.",HP Lovecraft
10503,id21756,"This dwarf he supposed to conceal himself during the opening of the box by thrusting his legs into two hollow cylinders, which were represented to be but which are not among the machinery in the cupboard No. I, while his body was out of the box entirely, and covered by the drapery of the Turk.",Edgar Alan Poe
8107,id05519,Isn't that your tobacco lying there?,Edgar Alan Poe
16252,id03907,"Indeed what gentleman or lady either of sense, wouldn't die, I should like to know, for a well fattened capon of the right Molucca breed, stuffed with capers and mushrooms, and served up in a salad bowl, with orange jellies en mosaiques.",Edgar Alan Poe
5694,id14259,"At one time he threatened to abandon the expedition if I remained insistent; a threat which proved effective, since he alone held the key to the thing.",HP Lovecraft
17766,id20914,"Three of the Emma's men, including Capt.",HP Lovecraft
4263,id03372,"Now I must fulfil my vow; now range myself at his side, and be his ally and support till death.",Mary Wollstonecraft Shelley 
18782,id23383,My heart was bleeding from its death's wound; I could live no otherwise Often amid apparent calm I was visited by despair and melancholy; gloom that nought could dissipate or overcome; a hatred of life; a carelessness of beauty; all these would by fits hold me nearly annihilated by their powers.,Mary Wollstonecraft Shelley 
18378,id18122,"One step One little, little step Upon one such little step in the great staircase of human life how vast a sum of human happiness or misery depends I thought of myself, then of Pompey, and then of the mysterious and inexplicable destiny which surrounded us.",Edgar Alan Poe
11823,id05558,"The trees were dark in color, and mournful in form and attitude, wreathing themselves into sad, solemn, and spectral shapes that conveyed ideas of mortal sorrow and untimely death.",Edgar Alan Poe
11774,id01949,All Fum Fudge was in an uproar.,Edgar Alan Poe
10537,id06772,"""Its adaptation to the eyes which were to behold it on earth.""",Edgar Alan Poe
953,id22488,Shame seemed to hold him back; yet he evidently wished to establish a renewal of confidence and affection.,Mary Wollstonecraft Shelley 
3,id27763,"How lovely is spring As we looked from Windsor Terrace on the sixteen fertile counties spread beneath, speckled by happy cottages and wealthier towns, all looked as in former years, heart cheering and fair.",Mary Wollstonecraft Shelley 
17814,id26612,"I now remembered that, in fact, a fruiterer, carrying upon his head a large basket of apples, had nearly thrown me down, by accident, as we passed from the Rue C into the thoroughfare where we stood; but what this had to do with Chantilly I could not possibly understand.",Edgar Alan Poe
3717,id13502,"The edge of the whirl was represented by a broad belt of gleaming spray; but no particle of this slipped into the mouth of the terrific funnel, whose interior, as far as the eye could fathom it, was a smooth, shining, and jet black wall of water, inclined to the horizon at an angle of some forty five degrees, speeding dizzily round and round with a swaying and sweltering motion, and sending forth to the winds an appalling voice, half shriek, half roar, such as not even the mighty cataract of Niagara ever lifts up in its agony to Heaven.",Edgar Alan Poe
13796,id03001,Its breadth at no point exceeds a quarter of a mile.,Edgar Alan Poe
8959,id19328,"Great honours were then paid to the shades of those who had annihilated the odd ancient beings, and the memory of those beings and of their elder gods was derided by dancers and lutanists crowned with roses from the gardens of Zokkar.",HP Lovecraft
14454,id23119,"Very good One, two, is this a good quarter?",Edgar Alan Poe
19029,id00533,"""It took Obed to git the truth aout o' them heathen.",HP Lovecraft
15585,id09215,"The sight of this form, and the expression on its face, broke the spell.",HP Lovecraft
3983,id02961,"What are we, the inhabitants of this globe, least among the many that people infinite space?",Mary Wollstonecraft Shelley 
12638,id14268,"It ran thus: ""To pen an Ode upon the 'Oil of Bob.'"" Having carefully looked out, however, all the legitimate rhymes to ""Bob,"" I found it impossible to proceed.",Edgar Alan Poe
5588,id26235,"The wind gibbers with Their voices, and the earth mutters with Their consciousness.",HP Lovecraft
12202,id12308,"Dun't know haow his poor wife kin feel she come from Ipswich, an' they nigh lynched Barnabas when he courted her fifty odd year' ago.",HP Lovecraft
5977,id10274,"Some few of her crew were saved, but the greater part clinging to her cordage and masts went down with her, to rise only when death loosened their hold.",Mary Wollstonecraft Shelley 
12657,id23080,"But with their marvelling was mixed hate, for they thought it not meet that beings of such aspect should walk about the world of men at dusk.",HP Lovecraft
1257,id01887,"Inertia and force of habit, however, caused him to defer action; and he lingered indecisively among thoughts of old times, taking down the strange hangings from his walls and refitting the house as it was in his early boyhood purple panes, Victorian furniture, and all.",HP Lovecraft
5426,id04464,"He has merely repeated the individual items of the already published opinion; collecting them, with a laudable industry, from this paper and from that.",Edgar Alan Poe
11806,id12119,"This hour, melancholy yet sweet, has always seemed to me the time when we are most naturally led to commune with higher powers; our mortal sternness departs, and gentle complacency invests the soul.",Mary Wollstonecraft Shelley 
1778,id26803,"If he has a project in view, he conceals his design with a marvellous wisdom; and the dexterity with which he counterfeits sanity, presents, to the metaphysician, one of the most singular problems in the study of mind.",Edgar Alan Poe
2792,id24594,"You may hint at buck wheat cake, or you may even go so far as to insinuate oat meal porridge, but if bread and butter be your real meaning, be cautious, my dear Miss Psyche, not on any account to say 'bread and butter'"" I assured him that I should never say it again as long as I lived.",Edgar Alan Poe
13216,id05245,"Over the valley's rim a wan, waning crescent moon peered through the noisome vapours that seemed to emanate from unheard of catacombs, and by its feeble, wavering beams I could distinguish a repellent array of antique slabs, urns, cenotaphs, and mausolean facades; all crumbling, moss grown, and moisture stained, and partly concealed by the gross luxuriance of the unhealthy vegetation.",HP Lovecraft
1324,id06787,"This made an end of me; and as for the ""HumDrum,"" the ""Rowdy Dow,"" and the ""Lollipop,"" I never could comprehend how they survived it.",Edgar Alan Poe
7285,id03913,But reflection returned with health.,Mary Wollstonecraft Shelley 
4574,id18008,"Now that he's disappeared I go around to the club once in a while, but my nerves aren't what they were.",HP Lovecraft
1994,id06624,"I, a German, should be the first to tread those aeon forgotten ways I produced and examined a deep sea diving suit of joined metal, and experimented with the portable light and air regenerator.",HP Lovecraft
11245,id17591,"My informant had noticed it many times, and had heard it spoken of as coming from some secret hoard, either of pirates or of daemons.",HP Lovecraft
6095,id07374,"I acknowledged his kindness in my best manner, and took leave of him at once, with a perfect understanding of the true state of affairs with a full comprehension of the mystery which had troubled me so long.",Edgar Alan Poe
6821,id27562,"Beyond that wall in the grey dawn he came to a land of quaint gardens and cherry trees, and when the sun rose he beheld such beauty of red and white flowers, green foliage and lawns, white paths, diamond brooks, blue lakelets, carven bridges, and red roofed pagodas, that he for a moment forgot Celephaïs in sheer delight.",HP Lovecraft
12186,id12878,"I took a seat far behind him, but on the same side of the bus, since I wished to watch the shore during the journey.",HP Lovecraft
9874,id17317,"Others knew, but did not dare to tell there is no public hint of why they whispered about the lock on the door to the attic stairs in the house of a childless, broken, embittered old man who had put up a blank slate slab by an avoided grave, although one may trace enough evasive legends to curdle the thinnest blood.",HP Lovecraft
11846,id24098,"In displaying anxiety for the breath of which he was at present so willing to get rid, might I not lay myself open to the exactions of his avarice?",Edgar Alan Poe
10312,id27215,"Here, however, after a long and very deliberate scrutiny, I saw nothing to excite particular suspicion.",Edgar Alan Poe
2813,id16160,"Thus we began to feel, with regard to many visaged death let loose on the chosen districts of our fair habitation, and above all, with regard to the plague.",Mary Wollstonecraft Shelley 
18168,id04327,I passed a night of unmingled wretchedness.,Mary Wollstonecraft Shelley 
12386,id08329,But what threw Gilman into a cold perspiration was the report of a pair of revellers who had been walking past the mouth of the gangway just after midnight.,HP Lovecraft
13601,id03522,"He loved to dwell on what might have been the state of the earth before man lived on it, and how he first arose and gradually became the strange, complicated, but as he said, the glorious creature he now is.",Mary Wollstonecraft Shelley 
5167,id06160,"The Knight's Head had been his headquarters, and when he was confined he expressed some vague gratitude as if for protection.",HP Lovecraft
10302,id05337,"I began distinctly, positively, to remember that there had been no drawing upon the parchment when I made my sketch of the scarabæus.",Edgar Alan Poe
10059,id18698,"Clearly, as I realised a moment later, it was the pastor; clad in some peculiar vestments doubtless introduced since the Order of Dagon had modified the ritual of the local churches.",HP Lovecraft
19460,id27793,"He lost no time in endeavouring to seek him out, with the hope of persuading him to begin the world again through his credit and assistance.",Mary Wollstonecraft Shelley 
17411,id12461,"That night as Gilman slept the violet light broke upon him with heightened intensity, and the old witch and small furry thing getting closer than ever before mocked him with inhuman squeals and devilish gestures.",HP Lovecraft
3815,id01633,"""Wal, all right, ef ye feel that way abaout it.",HP Lovecraft
4283,id07183,"Look also at the innumerable fish that are swimming in the clear waters, where we can distinguish every pebble that lies at the bottom.",Mary Wollstonecraft Shelley 
606,id06090,Then one night when the moon was full the travellers came to a mountain crest and looked down upon the myriad lights of Oonai.,HP Lovecraft
17947,id27131,He compared the royal and republican spirit; shewed how the one tended to enslave the minds of men; while all the institutions of the other served to raise even the meanest among us to something great and good.,Mary Wollstonecraft Shelley 
17102,id23281,The poet says that all through the hours before dawn he beheld sordid ruins but indistinctly in the glare of the arc lights; that there loomed above the wreckage another picture wherein he could descry moonlight and fair houses and elms and oaks and maples of dignity.,HP Lovecraft
8423,id04265,"""They's more abaout him as I knows than I kin tell ye, Mamie,"" she said, ""an' naowadays they's more nor what I know myself.",HP Lovecraft
15993,id26407,"My father saw this change with pleasure, and he turned his thoughts towards the best method of eradicating the remains of my melancholy, which every now and then would return by fits, and with a devouring blackness overcast the approaching sunshine.",Mary Wollstonecraft Shelley 
8235,id19970,"Once inside one of the decrepit brick structures I would have to reckon with pursuit; but I hoped to descend and dodge in and out of yawning doorways along the shadowed courtyard, eventually getting to Washington Street and slipping out of town toward the south.",HP Lovecraft
17001,id06730,"This pair, shunned by all honest folk, were suspected of the most hideous practices.",HP Lovecraft
1585,id24697,The shutter was kicked open again by the Ourang Outang as it entered the room.,Edgar Alan Poe
19005,id19354,"Late we envied their abodes, their spicy groves, fertile plains, and abundant loveliness.",Mary Wollstonecraft Shelley 
944,id24798,"The obtuse instrument was clearly the stone pavement in the yard, upon which the victim had fallen from the window which looked in upon the bed.",Edgar Alan Poe
3816,id12026,"All was serene, burning, annihilating.",Mary Wollstonecraft Shelley 
3306,id09420,"""I remember the twilight, the moon, and soft songs, and the window where I was rocked to sleep.",HP Lovecraft
5815,id24673,"Now there were hoary and time honored forests, and craggy precipices, and waterfalls tumbling with a loud noise into abysses without a bottom.",Edgar Alan Poe
17812,id12380,"At one period I thought of cutting the corpse into minute fragments, and destroying them by fire.",Edgar Alan Poe
1240,id21776,Once again I breathed with perfect freedom and ease and indeed why should I not?,Edgar Alan Poe
10988,id13216,"Compassion swelled his breast; he would see her once again; he would devise some plan for restoring her to society, and the enjoyment of her rank; their separation would then follow, as a matter of course.",Mary Wollstonecraft Shelley 
16128,id00838,Circumstances had called me to London; here I heard talk that symptoms of the plague had occurred in hospitals of that city.,Mary Wollstonecraft Shelley 
8766,id07785,Curtis Whateley of the undecayed branch was holding the telescope when the Arkham party detoured radically from the swath.,HP Lovecraft
10813,id01767,"We talked of change and active pursuits, but still remained at Windsor, incapable of violating the charm that attached us to our secluded life.",Mary Wollstonecraft Shelley 
12807,id19821,"I reflected on this, and by touching the various branches, I discovered the cause and busied myself in collecting a great quantity of wood, that I might dry it and have a plentiful supply of fire.",Mary Wollstonecraft Shelley 
